"Nom","Pays","Region","Type","Periodicite","Langue","ID","Description","Website","CodeSource","DebutArchives","FinArchives"
"Journal, The (Ogdensburg, NY) (web site ref.) (1 sources)","États-Unis","New York","Presse","Irrégulier","Anglais","45279",NA,"https://www.nny360.com/","WJAAQ","24/04/2024",NA
"Journal, The (Technological Horizons In Education) (1 sources)","États-Unis","Californie","Presse","Bimestriel ou trimestriel","Anglais","30702","This publication is dedicated to informing and educating K-12 senior-level district and school administrators, technologists, and tech-savvy educators within districts, schools, and classrooms to improve and advance the learning process through the use of technology.","https://thejournal.com/Home.aspx","GJAFM","01/01/2015",NA
"Journal: Air and Waste Management Association (1 sources)","Espagne","","Presse","Mensuel ou bimensuel","Anglais","1687","Journal of the Air and Waste Management Association est un journal mensuel publiant une information pertinente et fiable dans les domaines de la pollution de l'air et de la gestion des déchets.","http://www.environmental-expert.com/","GDE","01/01/2004",NA
"JournalAuto (site web) (1 sources)","France","Ile-de-France","Presse","En continu","Français","22682","Destiné aux professionnels de la distribution automobile - de véhicules neufs et d’occasion - le Journal de l’Automobile couvre les constructeurs français et européens, les concessionnaires, les portails et les sites d’e-commerce reliés au secteur, les nominations et départs au sein des grands groupes, le marketing et la publicité. Il vise à faire comprendre les enjeux et les changements du secteur pour bien faire comprendre les tendances du marché à ses lecteurs.","http://www.journalauto.com/","BJAW","20/11/2015",NA
"Journal-Courier (Jacksonville, IL) (1 sources)","États-Unis","Illinois","Presse","Quotidien","Anglais","3110","Articles couvrant l'actualité nationale et internationale, la politique, les affaires, les voyages, les arts et spectacles, les opinions, la vie quotidienne et les sports.","http://www.myjournalcourier.com/","NCJJ","01/01/2017",NA
"Journal-News, The (Hamilton, OH) (web site ref.) (1 sources)","États-Unis","Ohio","Presse","En continu","Anglais","46042","Articles couvrant l'actualité nationale et internationale, la politique, les affaires, les voyages, les arts et spectacles, les opinions, la vie quotidienne et les sports.","http://www.journal-news.com/","WJAAR","24/04/2024",NA
"JP Magazine (1 sources)","États-Unis","Californie","Presse","Mensuel ou bimensuel","Anglais","30703","Provides information on jeeps, including home-based technical how-to articles, backcountry adventures, latest upgrades and performance modifications, repair, restoration and modification of Jeeps.","http://www.fourwheeler.com/jp-magazine/","GJAFN","01/01/2015",NA
"J-Source (web site ref.) (1 sources)","Canada","Ontario","Presse","Irrégulier","Bilingue Anglais/Français","55892",NA,"https://j-source.ca/","WJABC","24/04/2024",NA
"Junctures: The Journal for Thematic Dialogue (1 sources)","Nouvelle-Zélande","","Presse","Annuel","Anglais","30704","A journal which provides a forum for discussion on themes of interest to a wide range of disiplines.","http://www.junctures.org/index.php/junctures/index","GJAFO","01/12/2015",NA
"Juneau Empire (AK) (web site) (1 sources)","États-Unis","Alaska","Presse","En continu","Anglais","40512",NA,"https://www.juneauempire.com/","PYM","21/01/2019",NA
"junge Welt (website ver.) (1 sources)","Allemagne","","Presse","En continu","Allemand","50779",NA,"https://www.jungewelt.de/","WJABA","24/04/2024",NA
"Junior Scholastic/Current Events (1 sources)","États-Unis","New York","Presse","Mensuel ou bimensuel","Anglais","30705","Magazine for grades 6-10 covering high-interest news, encouraging students to form their own opinion about national and world issues. Also contains in-depth special reports.","http://junior.scholastic.com/","GJAFP","12/01/2015",NA
"Junta Tribune-Democrat, La (web site ref.) (1 sources)","États-Unis","Colorado","Presse","En continu","Anglais","56326",NA,"https://www.lajuntatribunedemocrat.com/","WLAUU","15/05/2024",NA
"Jurídicas (1 sources)","Colombie","","Presse","Semestriel","Espagnol","57311",NA,"http://juridicas.ucaldas.edu.co/","GJAHF","01/01/2006",NA
"JuriGuide (site web réf.) (1 sources)","France","","Presse","Irrégulier","Français","61623",NA,"https://juriguide.com/","WAAJY","30/09/2024",NA
"Juris Hebdo Immobilier (site web réf.) (1 sources)","France","Ile-de-France","Presse","En continu","Français","53640",NA,"https://www.jurishebdo.fr/","WJABB","26/04/2024",NA
"Jurisprudence automobile (1 sources)","France","","Presse","Mensuel ou bimensuel","Français","64888","Le média du droit automobile et des mobilités.",NA,"AKX","26/01/2024","01/10/2016"
"Jurisprudence sociale Lamy (1 sources)","France","Ile-de-France","Presse","Mensuel ou bimensuel","Français","21344","Publiée tous les quinze jours, Jurisprudence Sociale Lamy analyse les actualités jurisprudentielles. Des experts commentent les décisions les plus importantes qui auront des conséquences sur l’interprétation des conventions collectives et autres aspects importants du droit social en France.","http://www.wkf.fr/fiche-produit/lamy/social-rh/270-jurisprudence-sociale-lamy.html","KJU","18/01/2010",NA
"Just-auto (blogs) (1 sources)","Royaume-Uni","Grand Londres","Médias sociaux","Irrégulier","Anglais","30706","Covers the global automotive industry, key events and people.","http://www.just-auto.com/blogs.aspx","GJAFQ","02/01/2015",NA
"Just-auto (web site) (1 sources)","Royaume-Uni","Grand Londres","Presse","En continu","Anglais","30707","An online resource for the global automotive industry. Provides Web-based access to daily industry news, industry announcements, and feature articles, and to a research store containing market reports, corporate profiles, statistics, etc..","http://www.just-auto.com/","GJAFR","03/01/2017",NA
"Just-drinks (blogs) (1 sources)","Royaume-Uni","Grand Londres","Médias sociaux","Irrégulier","Anglais","30708","Covers the global beverage industry, key events and people.","http://www.just-drinks.com/blogs.aspx","GJAFS","02/01/2015",NA
"Just-drinks (web site) (1 sources)","Royaume-Uni","Grand Londres","Presse","En continu","Anglais","30709","An online resource for the alcoholic beverage and soft drink industries. Provides Web-based access to daily industry news, industry announcements, and feature articles, and to a research store containing market reports, corporate profiles, statistics, etc.","https://www.just-drinks.com/","GJAFT","03/01/2017",NA
"Just-food (blogs) (1 sources)","Royaume-Uni","Grand Londres","Médias sociaux","Irrégulier","Anglais","30710","Covers the global food industry, key events and people.","http://www.just-food.com/blogs.aspx","GJAFU","02/01/2015",NA
"Just-food (web site) (1 sources)","Royaume-Uni","Grand Londres","Presse","En continu","Anglais","30711","An online resource for all sectors of the global food industry. Provides Web-based access to daily industry news, industry announcements, and feature articles, and to a research store containing market reports, corporate profiles, statistics, etc.","https://www.just-food.com/","GJAFV","03/01/2017",NA
"Just-style (blogs) (1 sources)","Royaume-Uni","Grand Londres","Médias sociaux","Irrégulier","Anglais","30712","Covers the global apparel and textile industry, key events and people.","http://www.just-style.com/blogs.aspx","GJAFW","02/01/2015",NA
"Just-style (web site) (1 sources)","Royaume-Uni","Grand Londres","Presse","En continu","Anglais","30713","An online resource for the global apparel and textiles industries. Provides Web-based access to daily industry news, industry announcements, and feature articles, and to a research store containing market reports, corporate profiles, statistics, etc.","https://www.just-style.com/","GJAFX","03/01/2017",NA
"Jyllands-Posten (websted ref.) (1 sources)","Danemark","","Presse","En continu","Danois","9731",NA,"http://jyllands-posten.dk/","IJYL","24/04/2024",NA
"Kabul Press (1 sources)","Afghanistan","","Presse","Irrégulier","Anglais","6338","Fondée en 2004, Kabul Press est un site web quotidien en Afghanistan. Il couvre les nouvelles nationales et internationales.","https://www.kabulpress.org/en","SKAB","01/01/2015",NA
"Kadin/Woman 2000 (1 sources)","Turquie","","Presse","Irrégulier","Anglais","30714","Covers all aspects of women's subjects, including women's rights and the socio-cultural aspects and the position of women in society, as well as their legal problems.","http://kwj2000journal.emu.edu.tr/","GKAAA","01/06/2015",NA
"Kai Tiaki Nursing Research (1 sources)","Nouvelle-Zélande","","Presse","Annuel","Anglais","30715","Publishes original, full length research manuscripts from New Zealand based nurse researchers (or other researchers where the research can be shown to have particular relevance to nursing in New Zealand).","https://www.nzno.org.nz/resources/kai_tiaki/kai_tiaki_nursing_research","GKAAB","01/09/2015",NA
"Kaiko Research Factsheet (1 sources)","France","","Études et rapports","Hebdomadaire","Anglais","64396","Cette source nécessite un abonnement. Le contenu plein-texte est disponible pendant 45 jours. Après cette date, seul le titre est visible.","https://www.kaiko.com/","FAWZ","08/01/2024",NA
"Kairos (1 sources)","Argentine","","Presse","Semestriel","Espagnol","30717",NA,"http://www.revistakairos.org/","GKAAD","01/05/2015",NA
"Kaitiaki Nursing New Zealand (1 sources)","Nouvelle-Zélande","","Presse","Annuel","Anglais","30716","Journal covering nursing practice, research, politics, news, and issues related to employment in the field.","https://www.nzno.org.nz/resources/kai_tiaki","GKAAC","01/02/2015",NA
"Kalgoorlie Miner (1 sources)","Australie","","Presse","Quotidien","Anglais","64334","Cette source nécessite un abonnement. Le contenu plein-texte est disponible pendant 45 jours. Après cette date, seul le titre est visible.","http://thewest.com.au/news/kalgoorlie-miner","FAUM","06/01/2024",NA
"Kamloops This Week (BC) (1 sources)","Canada","Colombie-Britannique","Presse","Bihebdomadaire ou trihebdomadaire","Anglais","2265","Publié deux fois par semaine avec un tirage total de 91,659 exemplaires (2016), Kamploops This Week dessert Kamloops et ses environs depuis 1988.","https://www.kamloopsthisweek.com/","PKA","03/04/2019","03/04/2019"
